64546,0,15
3713396097,4,15
3366091158,8,15
2780060929,40,15
1629122077,72,15
2605528008,104,15
64547,0,15
50218,0,15
5349,4,15
0,8,15
253,40,15
50219,0,15
50692,0,15
70,8,15
155,40,15
37837,4,15
46568,36,15
41215,68,15
50693,0,15
62490,0,15
7806,4,15
232064287,8,15
898207450,40,15
62491,0,15
57372,0,15
4702874,8,15
83,4,15
57373,0,15
59938,0,15
14127594,4,15
1692478,8,15
2688934,40,15
5408557,72,15
7566861,36,15
1171258,68,15
59939,0,15
62494,0,15
42131,4,15
88793802,8,15
2312378224,40,15
62495,0,15
61226,0,15
2354669768,4,15
548507401,36,15
13564549,8,15
2832911,40,15
1470984906,68,15
1381999,72,15
2953030,104,15
2209237104,100,15
61227,0,15
59960,0,15
851347,8,15
6571717,40,15
12615157,4,15
5976836,72,15
3699102,36,15
5294045,68,15
59961,0,15
49928,0,15
222,8,15
80,4,15
206,36,15
45,68,15
116,100,15
49929,0,15
55586,0,15
15973755,4,15
38648,8,15
15192838,36,15
34321,40,15
22517,72,15
55587,0,15
63030,0,15
34296,4,15
2732914109,8,15
2258821758,40,15
2415,36,15
13908,68,15
63031,0,15
57868,0,15
11243113,8,15
225,4,15
255,36,15
159,68,15
57869,0,15
49692,0,15
109,4,15
155,36,15
144,8,15
138,68,15
49693,0,15
59928,0,15
3887238,8,15
10470553,40,15
10718143,4,15
8737128,72,15
4629089,36,15
2679546,68,15
59929,0,15
64808,0,15
3377616483,8,15
949619928,4,15
3226875921,40,15
350194888,72,15
797753869,104,15
1369238725,36,15
64809,0,15
63500,0,15
8637585,4,15
2558224018,8,15
1510790193,40,15
1943613571,72,15
63501,0,15
54590,0,15
65366,8,15
31389,4,15
54564,40,15
64082,36,15
54591,0,15
63766,0,15
814930825,8,15
3784580871,40,15
11624326,4,15
8899062,36,15
2047455930,72,15
63767,0,15
51262,0,15
1451176,4,15
55,8,15
214,40,15
179,72,15
51263,0,15
61200,0,15
12642852,8,15
3413730214,4,15
4259048287,36,15
6385487,40,15
73558345,68,15
14143242,72,15
15463939,104,15
3984973904,100,15
61201,0,15
55556,0,15
2808,8,15
15017582,4,15
6337276,36,15
54280,40,15
16607,72,15
55557,0,15
49710,0,15
225,8,15
34,4,15
154,36,15
89,68,15
49711,0,15
59450,0,15
388626,4,15
16656901,8,15
2120893,40,15
4911427,72,15
59451,0,15
49670,0,15
75,8,15
244,4,15
6,36,15
197,68,15
49671,0,15
56108,0,15
30408,8,15
31744,40,15
41174,72,15
16749381,4,15
6836067,36,15
7735049,68,15
3001510,100,15
56109,0,15
51236,0,15
18,8,15
6571052,4,15
184,40,15
123,72,15
51237,0,15
59660,0,15
7873674,8,15
3584744,4,15
5224738,36,15
14192219,40,15
13683951,72,15
59661,0,15
57902,0,15
45,4,15
148,36,15
4082269,8,15
92,68,15
57903,0,15
55050,0,15
18750,4,15
31038,8,15
48059,40,15
47182,36,15
59289,68,15
7371,100,15
55051,0,15
55564,0,15
14354861,4,15
4115405,36,15
21160,8,15
54390,40,15
5881,72,15
55565,0,15
62724,0,15
24458,4,15
63603,36,15
267181960,8,15
2059173953,40,15
62725,0,15
51744,0,15
1124974,4,15
181,8,15
16057182,36,15
10491961,68,15
76,40,15
10,72,15
51745,0,15
50968,0,15
202,8,15
28741,4,15
90,40,15
37746,36,15
4748,68,15
37823,100,15
50969,0,15
60674,0,15
418131856,4,15
13630982,8,15
13974914,40,15
607924137,36,15
13487600,72,15
10351173,104,15
60675,0,15
49694,0,15
218,4,15
189,8,15
246,36,15
145,68,15
49695,0,15
62768,0,15
25928,4,15
2801480556,8,15
3965479405,40,15
43466,36,15
62769,0,15
53778,0,15
138,4,15
63209,8,15
138,36,15
8,68,15
53779,0,15
63016,0,15
443232041,8,15
7093,4,15
13204,36,15
59853,68,15
538404408,40,15
63017,0,15
57884,0,15
133,4,15
10107452,8,15
35,36,15
131,68,15
57885,0,15
53262,0,15
81,4,15
26319,8,15
53263,0,15
63016,0,15
2422789808,8,15
161225291,40,15
1579,4,15
4633,36,15
15560,68,15
63017,0,15
56872,0,15
38442,8,15
2411559408,4,15
2655303592,36,15
39980,40,15
3518613379,68,15
15600,72,15
57111,104,15
56873,0,15
59936,0,15
12382824,4,15
1792298,36,15
11022695,8,15
9745629,68,15
8087848,40,15
11022943,72,15
59937,0,15
50454,0,15
142,8,15
16993,4,15
252,40,15
36249,36,15
50455,0,15
60208,0,15
11230251,8,15
14705721,4,15
7119330,36,15
16107911,68,15
4817477,40,15
8946168,72,15
9540813,100,15
60209,0,15
51500,0,15
12024608,4,15
12469347,36,15
31,8,15
118,40,15
79,72,15
51501,0,15
60724,0,15
1050951702,4,15
14549583,8,15
435872660,36,15
11320310,40,15
6883785,72,15
8280536,104,15
60725,0,15
65028,0,15
618841925,4,15
4224545320,36,15
682739424,8,15
1059691723,40,15
3327273052,72,15
4052509336,68,15
191953311,104,15
65029,0,15
49198,0,15
175,8,15
199,4,15
49199,0,15
53566,0,15
36918,8,15
149,4,15
74,36,15
53567,0,15
49666,0,15
189,8,15
136,4,15
0,36,15
219,68,15
49667,0,15
52776,0,15
28267742,4,15
169,8,15
101,40,15
1413182077,36,15
215,72,15
4146575586,68,15
54,104,15
52777,0,15
58418,0,15
306092,8,15
35544,4,15
13407943,40,15
58419,0,15
51516,0,15
163,8,15
77,40,15
10993732,4,15
14683215,36,15
35,72,15
51517,0,15
63038,0,15
1853570131,8,15
23436,4,15
26716,36,15
9821,68,15
2189872711,40,15
63039,0,15
60164,0,15
11973712,8,15
14822514,4,15
12957042,40,15
6592257,36,15
8664466,68,15
15248947,100,15
3618878,72,15
60165,0,15
55342,0,15
14730920,4,15
14326,8,15
2905,40,15
37297,72,15
55343,0,15
61724,0,15
4046014740,8,15
2,4,15
110,36,15
61725,0,15
56616,0,15
1689647732,4,15
12174,8,15
2836358684,36,15
65260,40,15
12074,72,15
33986,104,15
56617,0,15
54068,0,15
39066,8,15
143,4,15
120,36,15
75,68,15
104,100,15
54069,0,15
64556,0,15
2607146403,8,15
3600438558,4,15
2977863792,40,15
1228733920,72,15
4008225285,104,15
64557,0,15
60446,0,15
4721536,8,15
1273238771,4,15
10119178,40,15
6041507,72,15
7257786,104,15
60447,0,15
60706,0,15
12239282,8,15
720875173,4,15
11316196,40,15
4887536,72,15
15364139,104,15
2532265334,36,15
60707,0,15
53012,0,15
51,8,15
27,40,15
12,72,15
1961754921,4,15
3786352748,36,15
3738143820,68,15
2558927316,100,15
52,104,15
53013,0,15
63028,0,15
1080389936,8,15
2224423920,40,15
35763,4,15
21574,36,15
62442,68,15
63029,0,15
56634,0,15
3326368004,4,15
702471487,36,15
54632,8,15
65015,40,15
27323,72,15
25321,104,15
56635,0,15
54308,0,15
2232,8,15
5749,4,15
38540,40,15
54309,0,15
54054,0,15
45768,8,15
10,4,15
227,36,15
238,68,15
254,100,15
54055,0,15
57110,0,15
1703999784,4,15
4279830599,36,15
12129,8,15
2283099430,68,15
20365,40,15
37597,72,15
3367771234,100,15
34888,104,15
57111,0,15
56374,0,15
990001667,4,15
24481,8,15
29687,40,15
45344,72,15
4147,104,15
56375,0,15
58886,0,15
12520774,8,15
33185,4,15
51636,36,15
24915,68,15
7521214,40,15
58887,0,15
49722,0,15
114,8,15
63,4,15
0,36,15
183,68,15
49723,0,15
55042,0,15
49813,4,15
18067,8,15
9394,40,15
49452,36,15
26877,68,15
42074,100,15
55043,0,15
57348,0,15
159,4,15
3274335,8,15
57349,0,15
54050,0,15
147,4,15
116,36,15
19802,8,15
87,68,15
182,100,15
54051,0,15
59948,0,15
10953135,8,15
8808284,4,15
15329066,36,15
13299533,40,15
166707,72,15
10706864,68,15
59949,0,15
62722,0,15
55775,4,15
351640318,8,15
14042,36,15
2359492051,40,15
62723,0,15
60170,0,15
13089059,4,15
15910308,36,15
5709808,8,15
12884658,40,15
6309191,72,15
13616161,68,15
5858538,100,15
60171,0,15
57640,0,15
47,4,15
241,36,15
7266271,8,15
57641,0,15
49452,0,15
144,8,15
55,4,15
53,36,15
49453,0,15
51498,0,15
1098868,4,15
10096430,36,15
200,8,15
59,40,15
30,72,15
51499,0,15
51518,0,15
11788915,4,15
174,8,15
391814,36,15
110,40,15
146,72,15
51519,0,15
55086,0,15
55772,8,15
12526,40,15
12609,4,15
23198,36,15
31389,68,15
36347,100,15
55087,0,15
61460,0,15
1910716759,8,15
191,4,15
61461,0,15
52524,0,15
105,8,15
4293096597,4,15
206,40,15
1952769569,36,15
99,72,15
9,104,15
52525,0,15
60956,0,15
2194803383,4,15
817776384,36,15
2050139499,68,15
13463915,8,15
6737873,40,15
2353439,72,15
4470590,104,15
60957,0,15
64288,0,15
7880324,4,15
1235333,36,15
6569533,68,15
624170,100,15
1080212684,8,15
457011185,40,15
422510928,72,15
64289,0,15
60418,0,15
16328844,8,15
2030143,40,15
15082572,72,15
3588311841,4,15
8776845,104,15
60419,0,15
50180,0,15
40977,4,15
133,8,15
29,40,15
50181,0,15
49434,0,15
61,8,15
184,4,15
79,36,15
49435,0,15
62770,0,15
668,4,15
2612964308,8,15
3384041637,40,15
60463,36,15
62771,0,15
65306,0,15
